params,mean_test_MCC,mean_test_F1,mean_test_Cust_metric,mean_test_F1_cl_2
"{'n_estimators': 300, 'min_weight_fraction_leaf': 0.03, 'min_samples_split': 10, 'min_samples_leaf': 20, 'min_impurity_decrease': 0.0, 'max_leaf_nodes': 10, 'max_features': 'sqrt', 'max_depth': 5, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.01, 'bootstrap': True}",0.2816411851962237,0.35640519881086424,0.2029954127351814,0.1179005814294996
"{'n_estimators': 100, 'min_weight_fraction_leaf': 0.03, 'min_samples_split': 2, 'min_samples_leaf': 20, 'min_impurity_decrease': 0.0, 'max_leaf_nodes': 5, 'max_features': 'sqrt', 'max_depth': 10, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0, 'bootstrap': True}",0.2963523887922129,0.37247051923246993,0.20203048150918282,0.12403653003155268
"{'n_estimators': 2000, 'min_weight_fraction_leaf': 0.03, 'min_samples_split': 10, 'min_samples_leaf': 20, 'min_impurity_decrease': 0.03, 'max_leaf_nodes': None, 'max_features': 'sqrt', 'max_depth': 10, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.01, 'bootstrap': True}",0.2782227508823147,0.3560951279931186,0.20254850471544664,0.11229524224595823
"{'n_estimators': 300, 'min_weight_fraction_leaf': 0.0, 'min_samples_split': 5, 'min_samples_leaf': 20, 'min_impurity_decrease': 0.0, 'max_leaf_nodes': None, 'max_features': 'log2', 'max_depth': 5, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.01, 'bootstrap': True}",0.31075551249049865,0.3774334400644668,0.20138455112766515,0.12969391439072495
"{'n_estimators': 100, 'min_weight_fraction_leaf': 0.03, 'min_samples_split': 5, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.03, 'max_leaf_nodes': 10, 'max_features': 'log2', 'max_depth': 5, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0, 'bootstrap': True}",0.0,0.07656384263542419,0.046399925019494075,0.016839437917530526
"{'n_estimators': 2000, 'min_weight_fraction_leaf': 0.03, 'min_samples_split': 5, 'min_samples_leaf': 4, 'min_impurity_decrease': 0.03, 'max_leaf_nodes': 10, 'max_features': 'log2', 'max_depth': 3, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0, 'bootstrap': True}",0.0,0.1490071855884704,0.0,0.0
"{'n_estimators': 100, 'min_weight_fraction_leaf': 0.0, 'min_samples_split': 5, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.03, 'max_leaf_nodes': None, 'max_features': 'sqrt', 'max_depth': 20, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.01, 'bootstrap': True}",0.0,0.07656384263542419,0.046399925019494075,0.016839437917530526
"{'n_estimators': 1000, 'min_weight_fraction_leaf': 0.0, 'min_samples_split': 2, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.03, 'max_leaf_nodes': 5, 'max_features': 'sqrt', 'max_depth': 10, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.01, 'bootstrap': True}",0.0,0.1490071855884704,0.0,0.0
"{'n_estimators': 100, 'min_weight_fraction_leaf': 0.0, 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.0, 'max_leaf_nodes': None, 'max_features': 'log2', 'max_depth': 3, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0, 'bootstrap': True}",0.30146934781049023,0.37724021521698226,0.19224587627748738,0.12805941876955693
"{'n_estimators': 2000, 'min_weight_fraction_leaf': 0.03, 'min_samples_split': 10, 'min_samples_leaf': 4, 'min_impurity_decrease': 0.0, 'max_leaf_nodes': None, 'max_features': 'sqrt', 'max_depth': 3, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0, 'bootstrap': True}",0.30808019315371,0.3773551094142791,0.19601148722195708,0.12819227793089893
"{'n_estimators': 300, 'min_weight_fraction_leaf': 0.03, 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.0, 'max_leaf_nodes': 5, 'max_features': 'log2', 'max_depth': 5, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.01, 'bootstrap': True}",0.29727417068358813,0.37230255121204153,0.19658013001675245,0.12615169995039702
"{'n_estimators': 300, 'min_weight_fraction_leaf': 0.0, 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.03, 'max_leaf_nodes': 10, 'max_features': 'log2', 'max_depth': 5, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.01, 'bootstrap': True}",0.0,0.1490071855884704,0.0,0.0
"{'n_estimators': 2000, 'min_weight_fraction_leaf': 0.03, 'min_samples_split': 5, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.03, 'max_leaf_nodes': 10, 'max_features': 'sqrt', 'max_depth': 5, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.01, 'bootstrap': True}",0.0,0.1490071855884704,0.0,0.0
"{'n_estimators': 2000, 'min_weight_fraction_leaf': 0.03, 'min_samples_split': 5, 'min_samples_leaf': 20, 'min_impurity_decrease': 0.03, 'max_leaf_nodes': 10, 'max_features': 'sqrt', 'max_depth': 20, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0, 'bootstrap': True}",0.0,0.1490071855884704,0.0,0.0
"{'n_estimators': 1000, 'min_weight_fraction_leaf': 0.03, 'min_samples_split': 2, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.03, 'max_leaf_nodes': 5, 'max_features': 'sqrt', 'max_depth': 5, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0, 'bootstrap': True}",0.0,0.1490071855884704,0.0,0.0
"{'n_estimators': 600, 'min_weight_fraction_leaf': 0.03, 'min_samples_split': 2, 'min_samples_leaf': 20, 'min_impurity_decrease': 0.03, 'max_leaf_nodes': 10, 'max_features': 'sqrt', 'max_depth': 3, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.01, 'bootstrap': True}",0.0,0.1490071855884704,0.0,0.0
"{'n_estimators': 100, 'min_weight_fraction_leaf': 0.0, 'min_samples_split': 2, 'min_samples_leaf': 20, 'min_impurity_decrease': 0.03, 'max_leaf_nodes': 10, 'max_features': 'sqrt', 'max_depth': 5, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0, 'bootstrap': True}",0.2741384190572846,0.3553973687197114,0.19233236586869248,0.11509404654587137
"{'n_estimators': 600, 'min_weight_fraction_leaf': 0.0, 'min_samples_split': 2, 'min_samples_leaf': 4, 'min_impurity_decrease': 0.03, 'max_leaf_nodes': None, 'max_features': 'log2', 'max_depth': 20, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.01, 'bootstrap': True}",0.0,0.1490071855884704,0.0,0.0
"{'n_estimators': 2000, 'min_weight_fraction_leaf': 0.0, 'min_samples_split': 2, 'min_samples_leaf': 20, 'min_impurity_decrease': 0.0, 'max_leaf_nodes': 5, 'max_features': 'sqrt', 'max_depth': 3, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0, 'bootstrap': True}",0.3067485291055439,0.3759108342317095,0.20189830111821772,0.12693704038387724
"{'n_estimators': 100, 'min_weight_fraction_leaf': 0.0, 'min_samples_split': 10, 'min_samples_leaf': 20, 'min_impurity_decrease': 0.0, 'max_leaf_nodes': 10, 'max_features': 'sqrt', 'max_depth': 20, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0, 'bootstrap': True}",0.3245454646355979,0.3865763672207722,0.21004665082761162,0.13685385812358072
"{'n_estimators': 1000, 'min_weight_fraction_leaf': 0.0, 'min_samples_split': 2, 'min_samples_leaf': 4, 'min_impurity_decrease': 0.03, 'max_leaf_nodes': None, 'max_features': 'log2', 'max_depth': 3, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0, 'bootstrap': True}",0.2663073104312824,0.35719964649561947,0.191914737144228,0.11621994128196311
"{'n_estimators': 600, 'min_weight_fraction_leaf': 0.0, 'min_samples_split': 10, 'min_samples_leaf': 20, 'min_impurity_decrease': 0.03, 'max_leaf_nodes': 5, 'max_features': 'log2', 'max_depth': 10, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0, 'bootstrap': True}",0.2785392661902195,0.36016723464647643,0.19302059516528766,0.11604980286549921
"{'n_estimators': 2000, 'min_weight_fraction_leaf': 0.0, 'min_samples_split': 2, 'min_samples_leaf': 20, 'min_impurity_decrease': 0.03, 'max_leaf_nodes': 5, 'max_features': 'log2', 'max_depth': 3, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0, 'bootstrap': True}",0.2795769764842077,0.36222612387089437,0.19472409510772334,0.11658967090453308
"{'n_estimators': 100, 'min_weight_fraction_leaf': 0.03, 'min_samples_split': 10, 'min_samples_leaf': 4, 'min_impurity_decrease': 0.0, 'max_leaf_nodes': 5, 'max_features': 'log2', 'max_depth': 5, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.01, 'bootstrap': True}",0.2961983366230046,0.3711708441409076,0.18891671247240774,0.12191844461077976
"{'n_estimators': 2000, 'min_weight_fraction_leaf': 0.03, 'min_samples_split': 5, 'min_samples_leaf': 20, 'min_impurity_decrease': 0.03, 'max_leaf_nodes': None, 'max_features': 'sqrt', 'max_depth': 3, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0, 'bootstrap': True}",0.0,0.1490071855884704,0.0,0.0
"{'n_estimators': 1000, 'min_weight_fraction_leaf': 0.0, 'min_samples_split': 5, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.0, 'max_leaf_nodes': None, 'max_features': 'sqrt', 'max_depth': 5, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.01, 'bootstrap': True}",0.3133887792890864,0.3755380761255349,0.2050696726250242,0.1300942573314647
"{'n_estimators': 300, 'min_weight_fraction_leaf': 0.0, 'min_samples_split': 2, 'min_samples_leaf': 20, 'min_impurity_decrease': 0.03, 'max_leaf_nodes': 5, 'max_features': 'sqrt', 'max_depth': 20, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0, 'bootstrap': True}",0.0,0.1490071855884704,0.0,0.0
"{'n_estimators': 600, 'min_weight_fraction_leaf': 0.03, 'min_samples_split': 2, 'min_samples_leaf': 4, 'min_impurity_decrease': 0.03, 'max_leaf_nodes': None, 'max_features': 'sqrt', 'max_depth': 3, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0, 'bootstrap': True}",0.2738294255668426,0.3528979173421353,0.1923068121243815,0.11363936831602561
"{'n_estimators': 300, 'min_weight_fraction_leaf': 0.0, 'min_samples_split': 5, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.0, 'max_leaf_nodes': 5, 'max_features': 'sqrt', 'max_depth': 10, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.01, 'bootstrap': True}",0.3050249750791905,0.37410291357545117,0.2033792346748259,0.12570653680262256
"{'n_estimators': 1000, 'min_weight_fraction_leaf': 0.03, 'min_samples_split': 10, 'min_samples_leaf': 4, 'min_impurity_decrease': 0.0, 'max_leaf_nodes': 5, 'max_features': 'log2', 'max_depth': 5, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0, 'bootstrap': True}",0.30817599577262983,0.37803605238991245,0.2000013762478389,0.12882842503901434
"{'n_estimators': 600, 'min_weight_fraction_leaf': 0.0, 'min_samples_split': 2, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.0, 'max_leaf_nodes': None, 'max_features': 'log2', 'max_depth': 3, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0, 'bootstrap': True}",0.3147637773709364,0.38408514038372754,0.20363759049300703,0.134537377065295
"{'n_estimators': 1000, 'min_weight_fraction_leaf': 0.03, 'min_samples_split': 10, 'min_samples_leaf': 4, 'min_impurity_decrease': 0.03, 'max_leaf_nodes': 5, 'max_features': 'sqrt', 'max_depth': 10, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0, 'bootstrap': True}",0.27566862189905866,0.3561477674580349,0.20447635297298686,0.1119163735131492
"{'n_estimators': 600, 'min_weight_fraction_leaf': 0.0, 'min_samples_split': 5, 'min_samples_leaf': 4, 'min_impurity_decrease': 0.0, 'max_leaf_nodes': 5, 'max_features': 'sqrt', 'max_depth': 5, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0, 'bootstrap': True}",0.3053054729180828,0.374854945347074,0.19931367569377845,0.1263643102305573
"{'n_estimators': 2000, 'min_weight_fraction_leaf': 0.0, 'min_samples_split': 2, 'min_samples_leaf': 4, 'min_impurity_decrease': 0.0, 'max_leaf_nodes': 10, 'max_features': 'sqrt', 'max_depth': 10, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.01, 'bootstrap': True}",0.28483053363972693,0.3533775132830763,0.20127335977784963,0.1185748952424565
"{'n_estimators': 1000, 'min_weight_fraction_leaf': 0.03, 'min_samples_split': 2, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.03, 'max_leaf_nodes': 5, 'max_features': 'log2', 'max_depth': 20, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0, 'bootstrap': True}",0.0,0.1490071855884704,0.0,0.0
"{'n_estimators': 2000, 'min_weight_fraction_leaf': 0.03, 'min_samples_split': 2, 'min_samples_leaf': 4, 'min_impurity_decrease': 0.0, 'max_leaf_nodes': 10, 'max_features': 'sqrt', 'max_depth': 10, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0, 'bootstrap': True}",0.31640295221266174,0.38250633426733605,0.20131892590493214,0.13146837809345535
"{'n_estimators': 600, 'min_weight_fraction_leaf': 0.0, 'min_samples_split': 2, 'min_samples_leaf': 20, 'min_impurity_decrease': 0.03, 'max_leaf_nodes': 5, 'max_features': 'log2', 'max_depth': 20, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.01, 'bootstrap': True}",0.0,0.1490071855884704,0.0,0.0
"{'n_estimators': 300, 'min_weight_fraction_leaf': 0.0, 'min_samples_split': 2, 'min_samples_leaf': 20, 'min_impurity_decrease': 0.03, 'max_leaf_nodes': None, 'max_features': 'log2', 'max_depth': 5, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.01, 'bootstrap': True}",0.25623001072652385,0.3595689935400288,0.19198948942309144,0.11687357287534235
"{'n_estimators': 2000, 'min_weight_fraction_leaf': 0.03, 'min_samples_split': 10, 'min_samples_leaf': 20, 'min_impurity_decrease': 0.03, 'max_leaf_nodes': None, 'max_features': 'sqrt', 'max_depth': 3, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.01, 'bootstrap': True}",0.0,0.1490071855884704,0.0,0.0
"{'n_estimators': 100, 'min_weight_fraction_leaf': 0.0, 'min_samples_split': 10, 'min_samples_leaf': 20, 'min_impurity_decrease': 0.0, 'max_leaf_nodes': 5, 'max_features': 'log2', 'max_depth': 20, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0, 'bootstrap': True}",0.3066815350303651,0.37790192038061593,0.19210772531506293,0.12905472952468178
"{'n_estimators': 600, 'min_weight_fraction_leaf': 0.03, 'min_samples_split': 10, 'min_samples_leaf': 20, 'min_impurity_decrease': 0.0, 'max_leaf_nodes': 5, 'max_features': 'log2', 'max_depth': 20, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.01, 'bootstrap': True}",0.3023859842403735,0.3732885409427514,0.19988678472626345,0.12556233466278677
"{'n_estimators': 2000, 'min_weight_fraction_leaf': 0.0, 'min_samples_split': 2, 'min_samples_leaf': 4, 'min_impurity_decrease': 0.0, 'max_leaf_nodes': 5, 'max_features': 'log2', 'max_depth': 5, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.01, 'bootstrap': True}",0.2862195064436093,0.36258382666827954,0.20241225952173778,0.11915354508826514
"{'n_estimators': 100, 'min_weight_fraction_leaf': 0.03, 'min_samples_split': 2, 'min_samples_leaf': 20, 'min_impurity_decrease': 0.0, 'max_leaf_nodes': None, 'max_features': 'log2', 'max_depth': 10, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0, 'bootstrap': True}",0.30645747986118593,0.3798812542778098,0.1963770109165147,0.1293889793435169
"{'n_estimators': 100, 'min_weight_fraction_leaf': 0.03, 'min_samples_split': 5, 'min_samples_leaf': 4, 'min_impurity_decrease': 0.03, 'max_leaf_nodes': None, 'max_features': 'sqrt', 'max_depth': 20, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0, 'bootstrap': True}",0.27908693346730357,0.3584085898530189,0.19244406189704089,0.11454691538813559
"{'n_estimators': 2000, 'min_weight_fraction_leaf': 0.03, 'min_samples_split': 2, 'min_samples_leaf': 4, 'min_impurity_decrease': 0.0, 'max_leaf_nodes': 5, 'max_features': 'log2', 'max_depth': 5, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.01, 'bootstrap': True}",0.3060698008767419,0.3758294777972069,0.1996321738987029,0.12678454884716603
"{'n_estimators': 2000, 'min_weight_fraction_leaf': 0.0, 'min_samples_split': 2, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.03, 'max_leaf_nodes': None, 'max_features': 'log2', 'max_depth': 10, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.01, 'bootstrap': True}",0.0,0.1490071855884704,0.0,0.0
"{'n_estimators': 600, 'min_weight_fraction_leaf': 0.0, 'min_samples_split': 10, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.03, 'max_leaf_nodes': None, 'max_features': 'log2', 'max_depth': 3, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.01, 'bootstrap': True}",0.0,0.1490071855884704,0.0,0.0
"{'n_estimators': 2000, 'min_weight_fraction_leaf': 0.0, 'min_samples_split': 2, 'min_samples_leaf': 4, 'min_impurity_decrease': 0.0, 'max_leaf_nodes': 5, 'max_features': 'log2', 'max_depth': 3, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.01, 'bootstrap': True}",0.30457141157433854,0.37442841603353544,0.19763801298244488,0.1263473316709397
"{'n_estimators': 1000, 'min_weight_fraction_leaf': 0.0, 'min_samples_split': 10, 'min_samples_leaf': 20, 'min_impurity_decrease': 0.03, 'max_leaf_nodes': 5, 'max_features': 'log2', 'max_depth': 10, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.01, 'bootstrap': True}",0.0,0.1490071855884704,0.0,0.0
"{'n_estimators': 600, 'min_weight_fraction_leaf': 0.03, 'min_samples_split': 2, 'min_samples_leaf': 4, 'min_impurity_decrease': 0.0, 'max_leaf_nodes': 10, 'max_features': 'sqrt', 'max_depth': 5, 'criterion': 'gini', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.01, 'bootstrap': True}",0.2814247228304885,0.35395279583140177,0.19629040049319194,0.11707885103413591
"{'n_estimators': 1000, 'min_weight_fraction_leaf': 0.0, 'min_samples_split': 2, 'min_samples_leaf': 1, 'min_impurity_decrease': 0.03, 'max_leaf_nodes': 5, 'max_features': 'log2', 'max_depth': 20, 'criterion': 'entropy', 'class_weight': 'balanced_subsample', 'ccp_alpha': 0.0, 'bootstrap': True}",0.27438400011253866,0.3596686001643478,0.19122474073952142,0.11632945874382376
